full_text,case_folding,preprocessing,final_label,label,confidence
alasannya mungkin biar pertamina ada alasan untuk menambah kuota impor minyak soalnya ini kilang nya terbakar jadi stok minyak nya berkurang ,alasannya mungkin biar pertamina ada alasan untuk menambah kuota impor minyak soalnya ini kilang nya terbakar jadi stok minyak nya berkurang ,alas biar pertamina alas tambah kuota impor minyak kilang nya bakar stok minyak nya kurang,negative,,0.6186339695917499
Langusng meledak jir kilang minyak di riau aiwkaoakaoakoa,langusng meledak jir kilang minyak di riau aiwkaoakaoakoa,langusng ledak jir kilang minyak riau aiwkaoakaoakoa,negative,,0.5002206020162419
Ratusan Warga Protes Kilang Minyak Pertamina di Dumai Sering Meledak: Siapa yang Tanggung Jawab? #kilangminyakmeledak #kilangminyakpertamina #dumairiau #beritaterkini https://t.co/CS3kN7LSwO,ratusan warga protes kilang minyak pertamina di dumai sering meledak: siapa yang tanggung jawab? #kilangminyakmeledak #kilangminyakpertamina #dumairiau #beritaterkini https://t.co/cs3kn7lswo,ratus warga protes kilang minyak pertamina dumai ledak tanggung kilangminyakmeledak kilangminyakpertamina dumairiau beritaterkini,positive,,0.5068503733974135
@Ronnie_Rusli Dilihat dari rumah warga di luar pagar kilang pertamina putr 7 dumai https://t.co/0w7yFGkjHP,@ronnie_rusli dilihat dari rumah warga di luar pagar kilang pertamina putr 7 dumai https://t.co/0w7yfgkjhp,rumah warga pagar kilang pertamina putr dumai,positive,,0.6502918932625198
Innalillahi Rabu malam kemarin Kilang Minyak Pertamina RU II Putri Tujuh Dumai meledak dan terbakar. Saat meledak getaran keras begitu terasa di lingkungan warga jg terjadi kkepanikan warga. Kamis dini hari ratusan orang berdesakan jalanan tepat di depan gerbang kilang https://t.co/D3j8DiEncO,innalillahi rabu malam kemarin kilang minyak pertamina ru ii putri tujuh dumai meledak dan terbakar. saat meledak getaran keras begitu terasa di lingkungan warga jg terjadi kkepanikan warga. kamis dini hari ratusan orang berdesakan jalanan tepat di depan gerbang kilang https://t.co/d3j8dienco,innalillahi rabu malam kemarin kilang minyak pertamina refinery unit ii putri tujuh dumai ledak bakar ledak getar keras lingkung warga kkepanikan warga kamis ratus orang desa jalan gerbang kilang,positive,,0.45831129458572556
1KG THAI GREEN JASMINE TEA HARGA DIRECT DARI KILANG https://t.co/ePCXWn9xdn,1kg thai green jasmine tea harga direct dari kilang https://t.co/epcxwn9xdn,kg thai green jasmine tea harga direct kilang,negative,,0.44787385509187705
Tak Ada Laporan Korban Jiwa dalam Kebakaran Kilang Minyak di Dumai Polisi Pastikan Api Sudah Mengecil Sejak Tadi Malam https://t.co/ed3XdwOxiE,tak ada laporan korban jiwa dalam kebakaran kilang minyak di dumai polisi pastikan api sudah mengecil sejak tadi malam https://t.co/ed3xdwoxie,lapor korban jiwa bakar kilang minyak dumai polisi pasti api kecil malam,positive,,0.5530383131380056
@B3doel___ Kilang Pertamina meledak tdk kaget krn sudah pekerjaan rutin Pertamina emang ada apa?,@b3doel___ kilang pertamina meledak tdk kaget krn sudah pekerjaan rutin pertamina emang ada apa?,kilang pertamina ledak kaget kerja rutin pertamina emang,positive,,0.4917450735239215
Tim tanggap darurat Kilang Pertamina Dumai berhasil mengatasi kejadian di salah satu unit operasional. Berkat gerak cepat dan koordinasi yang solid situasi kini telah berada dalam kondisi aman dan berhasil terkendali pada pukul 23.20 WIB. https://t.co/T1HBG0TZUJ,tim tanggap darurat kilang pertamina dumai berhasil mengatasi kejadian di salah satu unit operasional. berkat gerak cepat dan koordinasi yang solid situasi kini telah berada dalam kondisi aman dan berhasil terkendali pada pukul 23.20 wib. https://t.co/t1hbg0tzuj,tim tanggap darurat kilang pertamina dumai hasil atas jadi salah unit operasional berkat gerak cepat koordinasi solid situasi kondisi aman hasil kendali wib,positive,,0.6394917545681706
@liputan6dotcom baru aza kemarin Menkeu sigung Pertamina malas bangun kilang... langsung kilang y d terbakar... budaya korupsi susah d hilangkan d Negri ini...,@liputan6dotcom baru aza kemarin menkeu sigung pertamina malas bangun kilang... langsung kilang y d terbakar... budaya korupsi susah d hilangkan d negri ini...,aza kemarin menkeu sigung pertamina malas bangun kilang langsung kilang y d bakar budaya korupsi susah d hilang d negri,negative,,0.6068278521479346
Gila yaaa... Baru juga kemarin disenggol ma @KemenkeuRI ... Dah terbakar aj ni kilang Pertamina. Bukan kaleng2 euh .... ,gila yaaa... baru juga kemarin disenggol ma @kemenkeuri ... dah terbakar aj ni kilang pertamina. bukan kaleng2 euh .... ,gila kemarin senggol ma bakar aj ni kilang pertamina kaleng euh,positive,,0.42191522672616105
Paska Kejadian Kilang Dumai Pastikan Pasokan BBM Tetap Aman https://t.co/q3sgD3AC6Z https://t.co/Y5dfhNxQGx,paska kejadian kilang dumai pastikan pasokan bbm tetap aman https://t.co/q3sgd3ac6z https://t.co/y5dfhnxqgx,paska jadi kilang dumai pasti pasok bahan bakar minyak aman,positive,,0.6693431782704373
Baru bahas kilang minyak pertamina eh kilang di Dumai uda kebakar aja.. Hahaha ngeri banget jaringan mafia pertamina ini.. https://t.co/qaZYMD5wC5,baru bahas kilang minyak pertamina eh kilang di dumai uda kebakar aja.. hahaha ngeri banget jaringan mafia pertamina ini.. https://t.co/qazymd5wc5,bahas kilang minyak pertamina eh kilang dumai uda bakar aja hahaha ngeri banget jaring mafia pertamina,negative,,0.47594703374327163
Kilang Minyak Dumai Pertamina Kebakaran Segini Kapasitasnya https://t.co/sxQ5eEbuU0,kilang minyak dumai pertamina kebakaran segini kapasitasnya https://t.co/sxq5eebuu0,kilang minyak dumai pertamina bakar gin kapasitas,positive,,0.49969449594059867
4 Fakta Penting Insiden Kebakaran Kilang Dumai Pertamina Pastikan Tak Ada Korban Jiwa https://t.co/LFz4QyB9Ue #KilangPertamina #KebakaranDumai #Pertamina #BreakingNews #Energi #Bitvonline,4 fakta penting insiden kebakaran kilang dumai pertamina pastikan tak ada korban jiwa https://t.co/lfz4qyb9ue #kilangpertamina #kebakarandumai #pertamina #breakingnews #energi #bitvonline,fakta insiden bakar kilang dumai pertamina pasti korban jiwa kilangpertamina kebakarandumai pertamina breakingnews energi bitvonline,positive,,0.6932717705665243
Sehari Menkeu Purbaya Ungkit Pertamina Malas-malasan Bangun Kilang Minyak Kini di Dumai Terbakar https://t.co/pqf77fU7RD lewat @tribunnews,sehari menkeu purbaya ungkit pertamina malas-malasan bangun kilang minyak kini di dumai terbakar https://t.co/pqf77fu7rd lewat @tribunnews,hari menkeu purbaya ungkit pertamina malas malas bangun kilang minyak dumai bakar,positive,,0.4470336608192312
@Pecel_Lele5678 @msaid_didu Jujur deh menteri era Jokowi dlm hal ini si Erick Thohir adalah menteri perusak gimana gk merusak janji hilirisasi &amp; ketahanan energi gagal bicara soal transformasi BUMN tp dlm kasus kilang minyak tdk ada terobosan nyta justru impor mkin bsr &amp; rakyat yg menanggung hrga BBM,@pecel_lele5678 @msaid_didu jujur deh menteri era jokowi dlm hal ini si erick thohir adalah menteri perusak gimana gk merusak janji hilirisasi &amp; ketahanan energi gagal bicara soal transformasi bumn tp dlm kasus kilang minyak tdk ada terobosan nyta justru impor mkin bsr &amp; rakyat yg menanggung hrga bbm,jujur deh menteri era jokowi dlm si erick thohir menteri usak rusak janji hilir amp tahan energi gagal bicara transformasi badan usaha milik negara dlm kilang minyak terobos nyta impor mkin bsr amp rakyat tanggung hrga bahan bakar minyak,negative,,0.5126157668648473
@Ari3Pras @KemenkeuRI @DPR_RI @pertamina Nah loh... semalam kabarnya ada unit di kilang penghasil Solar terbakar. Ini ngeledek apa sabot?! ,@ari3pras @kemenkeuri @dpr_ri @pertamina nah loh... semalam kabarnya ada unit di kilang penghasil solar terbakar. ini ngeledek apa sabot?! ,loh malam kabar unit kilang hasil solar bakar ngeledek sabot,negative,,0.4109816138467862
@celgaiz bangun kilang ilang lah cuan impor,@celgaiz bangun kilang ilang lah cuan impor,bangun kilang ilang cuan impor,negative,,0.5647454165627923
Kebakaran Kilang Minyak Pertamina Dumai Berhasil Dipadamkan https://t.co/7SYBm1moqv,kebakaran kilang minyak pertamina dumai berhasil dipadamkan https://t.co/7sybm1moqv,bakar kilang minyak pertamina dumai hasil padam,positive,,0.5317033507381423
Breaking! Kilang Minyak di Dumai Kebakaran Ini Kata Pertamina https://t.co/EojlDJCKCs,breaking! kilang minyak di dumai kebakaran ini kata pertamina https://t.co/eojldjckcs,breaking kilang minyak dumai bakar pertamina,positive,,0.5075452752075131
Saat ini operasional utama kilang tetap berlangsung aman dan aktivitas masyarakat di sekitar wilayah kilang tidak terganggu. Keselamatan pekerja masyarakat dan fasilitas merupakan prioritas utama kami. Terima kasih atas doa dan dukungannya. https://t.co/EJecQTPP3r https://t.co/4Ke1KP68JC,saat ini operasional utama kilang tetap berlangsung aman dan aktivitas masyarakat di sekitar wilayah kilang tidak terganggu. keselamatan pekerja masyarakat dan fasilitas merupakan prioritas utama kami. terima kasih atas doa dan dukungannya. https://t.co/ejecqtpp3r https://t.co/4ke1kp68jc,operasional utama kilang aman aktivitas masyarakat wilayah kilang ganggu selamat kerja masyarakat fasilitas prioritas utama terima kasih doa dukung,positive,,0.5027844010293112
Tim tanggap darurat Kilang Pertamina Dumai berhasil mengendalikan insiden Untuk mendukung penanganan disiagakan 8 unit mobil pemadam Kilang Pertamina Dumai 1 unit dari Damkar Kota Dumai serta 1 unit dari Pertamina Patra Niaga Region Sumbagut. https://t.co/6szesayXwH https://t.co/cH1wdDyk23,tim tanggap darurat kilang pertamina dumai berhasil mengendalikan insiden untuk mendukung penanganan disiagakan 8 unit mobil pemadam kilang pertamina dumai 1 unit dari damkar kota dumai serta 1 unit dari pertamina patra niaga region sumbagut. https://t.co/6szesayxwh https://t.co/ch1wddyk23,tim tanggap darurat kilang pertamina dumai hasil kendali insiden dukung tangan siaga unit mobil madam kilang pertamina dumai unit damkar kota dumai unit pertamina patra niaga region sumbagut,positive,,0.6117785376790754
Berkat gerak cepat dan koordinasi yang solid situasi kini telah berada dalam kondisi aman dan berhasil terkendali Untuk langkah lanjutan tim Pertamina mengerahkan langkah lanjutan untuk memastikan tak ada potensi insiden terulang. https://t.co/Hi41ZxPm0h https://t.co/Zc3xSlWphR,berkat gerak cepat dan koordinasi yang solid situasi kini telah berada dalam kondisi aman dan berhasil terkendali untuk langkah lanjutan tim pertamina mengerahkan langkah lanjutan untuk memastikan tak ada potensi insiden terulang. https://t.co/hi41zxpm0h https://t.co/zc3xslwphr,berkat gerak cepat koordinasi solid situasi kondisi aman hasil kendali langkah lanjut tim pertamina kerah langkah lanjut potensi insiden ulang,positive,,0.5315768687712237
Pertamina pastikan insiden di Kilang Dumai aman terkendali. Penanganan cepat dan terkoordinasi. Dilakukan sesuai prosedur keselamatan. https://t.co/8lYMLA42k3 https://t.co/jUAWxYTXU7,pertamina pastikan insiden di kilang dumai aman terkendali. penanganan cepat dan terkoordinasi. dilakukan sesuai prosedur keselamatan. https://t.co/8lymla42k3 https://t.co/juawxytxu7,pertamina pasti insiden kilang dumai aman kendali tangan cepat koordinasi sesuai prosedur selamat,positive,,0.659121608670265
hadalabo gk oily friendly sih kataku sksk.. biat aku yg normal aja kalo kebanyakan tu kilang minyak bgt jdnya jd makenya dikiiittt bgt dr berbulan2 yg lalu aja baru mau abis separo ,hadalabo gk oily friendly sih kataku sksk.. biat aku yg normal aja kalo kebanyakan tu kilang minyak bgt jdnya jd makenya dikiiittt bgt dr berbulan2 yg lalu aja baru mau abis separo ,hadalabo oily friendly sih kata sksk biat normal aja banyak tu kilang minyak banget jdnya makenya dikit banget bulan aja abis paro,negative,,0.5207131416018834
Berlangsung Khidmat Pekerja Kilang Pertamina Plaju Peringati Hari Kesaktian Pancasila https://t.co/A6avKoyUAr lewat @rakyatpembaruan.com,berlangsung khidmat pekerja kilang pertamina plaju peringati hari kesaktian pancasila https://t.co/a6avkoyuar lewat @rakyatpembaruan.com,khidmat kerja kilang pertamina plaju ingat sakti pancasila com,positive,,0.5262276906403512
Kilang Dumai Pertamina Kebakaran Tak Ada Korban Jiwa https://t.co/BfV24X0Kfl,kilang dumai pertamina kebakaran tak ada korban jiwa https://t.co/bfv24x0kfl,kilang dumai pertamina bakar korban jiwa,positive,,0.6033409589936004
Tim tanggap darurat Kilang Pertamina Dumai berhasil mengatasi kebakaran di salah satu unit operasional sehingga situasi kini telah berada dalam kondisi aman dan berhasil terkendali pada pukul 23.20 WIB. Penanganan dapat dilakukan dalam waktu singkat sehingga tidak meluas ke https://t.co/gvSMciZsC9,tim tanggap darurat kilang pertamina dumai berhasil mengatasi kebakaran di salah satu unit operasional sehingga situasi kini telah berada dalam kondisi aman dan berhasil terkendali pada pukul 23.20 wib. penanganan dapat dilakukan dalam waktu singkat sehingga tidak meluas ke https://t.co/gvsmcizsc9,tim tanggap darurat kilang pertamina dumai hasil atas bakar salah unit operasional situasi kondisi aman hasil kendali wib tangan singkat luas,positive,,0.5909490660581029
@Starlog20 @Jateng_Twit Ya kebakaran di Kilang Pertamina Dumai memang terjadi lagi pada 1 Oktober 2025 disertai ledakan. Kabar baiknya api sudah dipadamkan sekitar pukul 23.20 WIB tidak ada korban jiwa dan operasional kilang tetap aman. Semoga cepat pulih!,@starlog20 @jateng_twit ya kebakaran di kilang pertamina dumai memang terjadi lagi pada 1 oktober 2025 disertai ledakan. kabar baiknya api sudah dipadamkan sekitar pukul 23.20 wib tidak ada korban jiwa dan operasional kilang tetap aman. semoga cepat pulih!,bakar kilang pertamina dumai oktober serta ledak kabar baik api padam wib korban jiwa operasional kilang aman moga cepat pulih,positive,,0.6745351289639425
Terbakar kilang Minyak Pertamina Putri 7 Dumai pada rabu malam (1/10/2025). Belum diketahui penyebabnya. https://t.co/vUkjerOwrV,terbakar kilang minyak pertamina putri 7 dumai pada rabu malam (1/10/2025). belum diketahui penyebabnya. https://t.co/vukjerowrv,bakar kilang minyak pertamina putri dumai rabu malam sebab,positive,,0.5151935361599093
Disuruh bangun kilang baru tp kilang lama yg dibakar .. parah,disuruh bangun kilang baru tp kilang lama yg dibakar .. parah,suruh bangun kilang kilang bakar parah,negative,,0.6336144831479277
Proses investigasi penyebab insiden tengah dilakukan untuk memastikan langkah pencegahan yang lebih optimal. Keselamatan pekerja masyarakat dan fasilitas merupakan prioritas utama. Pertamina akan terus memberikan pelayanan terbaik. @pertamina https://t.co/BoFkesFsRX https://t.co/wasMzo6i45,proses investigasi penyebab insiden tengah dilakukan untuk memastikan langkah pencegahan yang lebih optimal. keselamatan pekerja masyarakat dan fasilitas merupakan prioritas utama. pertamina akan terus memberikan pelayanan terbaik. @pertamina https://t.co/bofkesfsrx https://t.co/wasmzo6i45,proses investigasi sebab insiden langkah cegah optimal selamat kerja masyarakat fasilitas prioritas utama pertamina layan baik,positive,,0.5057358775222764
Area Manager Communication Relation &amp; CSR Kilang Dumai Agustiawan mewakili Pertamina menyampaikan permohonan maaf atas kejadian yang membuat masyarakat sekitar terganggu kenyamanannya. @pertamina https://t.co/LBlal4n0Nj https://t.co/SN5fbXlR9K,area manager communication relation &amp; csr kilang dumai agustiawan mewakili pertamina menyampaikan permohonan maaf atas kejadian yang membuat masyarakat sekitar terganggu kenyamanannya. @pertamina https://t.co/lblal4n0nj https://t.co/sn5fbxlr9k,area manager communication relation amp csr kilang dumai agustiawan wakil pertamina mohon maaf jadi masyarakat ganggu nyaman,positive,,0.6146080339089048
Pertamina memastikan operasional Kilang Dumai Riau tetap aman usai insiden kebakaran yang terjadi di salah satu unit operasional pada Rabu (1/10/2025) malam. @pertamina https://t.co/7LK5Xx4Teh https://t.co/BrChJjV9p4,pertamina memastikan operasional kilang dumai riau tetap aman usai insiden kebakaran yang terjadi di salah satu unit operasional pada rabu (1/10/2025) malam. @pertamina https://t.co/7lk5xx4teh https://t.co/brchjjv9p4,pertamina operasional kilang dumai riau aman insiden bakar salah unit operasional rabu malam,positive,,0.59552065725241
Selain sukses memadamkan api dengan cepat untuk menjamin ketersediaan BBM untuk masyarakat cepatnya penanganan yang dilakukan Pertamina membuat kebakaran tidak sampai melebar ke pemukiman sehingga tidak menimbulkan korban jiwa. @pertamina https://t.co/NvuwR3ptEi https://t.co/X9Dwy8CVRO,selain sukses memadamkan api dengan cepat untuk menjamin ketersediaan bbm untuk masyarakat cepatnya penanganan yang dilakukan pertamina membuat kebakaran tidak sampai melebar ke pemukiman sehingga tidak menimbulkan korban jiwa. @pertamina https://t.co/nvuwr3ptei https://t.co/x9dwy8cvro,sukses madam api cepat jamin sedia bahan bakar minyak masyarakat cepat tangan pertamina bakar lebar mukim timbul korban jiwa,positive,,0.5418904559039002
@Bisniscom Kok polanya selalu sama ya tiap pertamina disentil responnya kebakaran kilang_ kebetulan yg berpola kah?,@bisniscom kok polanya selalu sama ya tiap pertamina disentil responnya kebakaran kilang_ kebetulan yg berpola kah?,pola pertamina sentil responnya bakar kilang pola,positive,,0.4769724515376353
