full_text,case_folding,preprocessing
@Dpram_Balik @Jateng_Twit Ngedabruz aj bisanya ? https://t.co/BgNTN1KtWY,@dpram_balik @jateng_twit ngedabruz aj bisanya ? https://t.co/bgntn1ktwy,ngedabruz aj bisa
Pertamina Pastikan Pasokan BBM dari Kilang Dumai Aman Usai Kebakaran https://t.co/B7ptVTQCNE,pertamina pastikan pasokan bbm dari kilang dumai aman usai kebakaran https://t.co/b7ptvtqcne,pasti pasok dumai aman bakar
@innovacommunity Dari awal aja udah aneh. Minyak bumi punya Pengeboran ada Pengolahan/kilang ada Trus kenapa mesti impor? ,@innovacommunity dari awal aja udah aneh. minyak bumi punya pengeboran ada pengolahan/kilang ada trus kenapa mesti impor? ,aja aneh bumi bor olah mesti impor
Baru aja dibilang om purbaya suka bakar kilang dibakar beneran wkwk,baru aja dibilang om purbaya suka bakar kilang dibakar beneran wkwk,aja bilang om purbaya suka bakar bakar beneran
@somexthread Merka tidak ada pemasukan bos kalai bikin kilang hasil pembeliannya kan bagi2 sama si anjing2 dpr itu jangan naif,@somexthread merka tidak ada pemasukan bos kalai bikin kilang hasil pembeliannya kan bagi2 sama si anjing2 dpr itu jangan naif,merka pasu bos kalai bikin hasil beli si anjing dewan wakil rakyat naif
Kebakaran di Kilang Pertamina Dumai Berhasil Dipadamkan https://t.co/YlrcczKmmI,kebakaran di kilang pertamina dumai berhasil dipadamkan https://t.co/ylrcczkmmi,bakar dumai hasil padam
@islah_bahrawi Sebenarnya itu kilang dibakar atau kebakar?,@islah_bahrawi sebenarnya itu kilang dibakar atau kebakar?,bakar bakar
@Metro_TV Baru aja kemaren pak Purbaya bahas kilang dibakar ,@metro_tv baru aja kemaren pak purbaya bahas kilang dibakar ,aja kemaren purbaya bahas bakar
@Ary_PrasKe2 Jadi pahamkan kenapa umur kendaraan cepat rusak.. Ga jadi dibeli kilang minyaknya dibakar.. Pertamina bobrok.,@ary_praske2 jadi pahamkan kenapa umur kendaraan cepat rusak.. ga jadi dibeli kilang minyaknya dibakar.. pertamina bobrok.,paham umur kendara cepat rusak beli minyak bakar bobrok
@celgaiz buat apa buat kilang nanti komisinya ilang dong...,@celgaiz buat apa buat kilang nanti komisinya ilang dong...,komisi ilang
Dan hasilnya nyata. Operasional utama kilang tetap berjalan aktivitas masyarakat sekitar tidak terganggu. Sementara itu investigasi penyebab kebakaran tengah dilakukan agar di masa depan sistem pencegahan bisa makin kuat dan siap menghadapi segala kemungkinan https://t.co/B7ruYf8fGk,dan hasilnya nyata. operasional utama kilang tetap berjalan aktivitas masyarakat sekitar tidak terganggu. sementara itu investigasi penyebab kebakaran tengah dilakukan agar di masa depan sistem pencegahan bisa makin kuat dan siap menghadapi segala kemungkinan https://t.co/b7ruyf8fgk,hasil nyata operasional utama jalan aktivitas masyarakat ganggu investigasi sebab bakar sistem cegah kuat hadap
https://t.co/5757TbXHcq Bayangkan pemandangan di lapangan: 10 armada pemadam bersatu padu. 8 unit dari Kilang Pertamina Dumai 1 unit Damkar Kota Dumai 1 unit Pertamina Patra Niaga Region Sumbagut Kerja sama inilah yang menjadikan api takluk bukan hanya oleh air tapi oleh,https://t.co/5757tbxhcq bayangkan pemandangan di lapangan: 10 armada pemadam bersatu padu. 8 unit dari kilang pertamina dumai 1 unit damkar kota dumai 1 unit pertamina patra niaga region sumbagut kerja sama inilah yang menjadikan api takluk bukan hanya oleh air tapi oleh,bayang pandang lapang armada madam satu padu unit dumai unit damkar kota dumai unit patra niaga region sumbagut kerja jadi api takluk air
Perwakilan Kilang Dumai Agustiawan menyampaikan permohonan maaf dan meminta doa. Tapi sejujurnya yang layak mendapat apresiasi penuh adalah tim lapangan. Mereka bekerja nonstop melawan api demi memastikan masyarakat tetap tidur nyenyak malam itu https://t.co/3XL4Z8mrtU,perwakilan kilang dumai agustiawan menyampaikan permohonan maaf dan meminta doa. tapi sejujurnya yang layak mendapat apresiasi penuh adalah tim lapangan. mereka bekerja nonstop melawan api demi memastikan masyarakat tetap tidur nyenyak malam itu https://t.co/3xl4z8mrtu,wakil dumai agustiawan mohon maaf doa jujur layak apresiasi penuh tim lapang nonstop lawan api masyarakat tidur nyenyak malam
Koordinasi lintas lini langsung dilakukan. Pertamina bekerja sama dengan aparat &amp; pemda ditambah pemantauan lingkungan berkelanjutan. Semua langkah diambil dengan satu tujuan: menjaga keselamatan manusia dan memastikan tidak ada bahaya lanjutan https://t.co/3XL4Z8mrtU,koordinasi lintas lini langsung dilakukan. pertamina bekerja sama dengan aparat &amp; pemda ditambah pemantauan lingkungan berkelanjutan. semua langkah diambil dengan satu tujuan: menjaga keselamatan manusia dan memastikan tidak ada bahaya lanjutan https://t.co/3xl4z8mrtu,koordinasi lintas lini langsung aparat amp perintah daerah tambah pantau lingkung lanjut langkah ambil tuju jaga selamat manusia bahaya lanjut
Di saat netizen sibuk dengan drama di timeline ada sekelompok pekerja yang berjuang di tengah kobaran api. Mereka tidak viral tidak trending tapi aksi cepat mereka menyelamatkan kilang melindungi warga &amp; menjaga energi negeri agar tetap mengalir https://t.co/UAUlr8mATT,di saat netizen sibuk dengan drama di timeline ada sekelompok pekerja yang berjuang di tengah kobaran api. mereka tidak viral tidak trending tapi aksi cepat mereka menyelamatkan kilang melindungi warga &amp; menjaga energi negeri agar tetap mengalir https://t.co/uaulr8matt,netizen sibuk drama timeline kelompok kerja juang kobar api viral trending aksi cepat selamat lindung warga amp jaga energi negeri alir
Kesigapan Tim Darurat Pertamina di Kilang Dumai: Pahlawan Tanpa Sorot Kamera Rabu (1/10/2025) malam sebuah insiden kebakaran terjadi di salah satu unit Kilang Pertamina Dumai. Bagi sebagian orang ini bisa jadi ancaman besar. Tapi berkat kesigapan tim darurat api berhasil https://t.co/rssVmYNWdy,kesigapan tim darurat pertamina di kilang dumai: pahlawan tanpa sorot kamera rabu (1/10/2025) malam sebuah insiden kebakaran terjadi di salah satu unit kilang pertamina dumai. bagi sebagian orang ini bisa jadi ancaman besar. tapi berkat kesigapan tim darurat api berhasil https://t.co/rssvmynwdy,sigap tim darurat dumai pahlawan sorot kamera rabu malam insiden bakar salah unit dumai orang ancam berkat sigap tim darurat api hasil
KEBAKARAN DI KILANG PERTAMINA DUMAI CEPAT PADAM NETIZEN TAK SADAR Di tengah riuh rendah dunia maya yang sering dipenuhi gosip sebenarnya ada kabar penting dari lapangan: Tim tanggap darurat Kilang #Pertamina #dumai berhasil mengatasi kebakaran di salah satu unit operasional https://t.co/wXp41xRlac,kebakaran di kilang pertamina dumai cepat padam netizen tak sadar di tengah riuh rendah dunia maya yang sering dipenuhi gosip sebenarnya ada kabar penting dari lapangan: tim tanggap darurat kilang #pertamina #dumai berhasil mengatasi kebakaran di salah satu unit operasional https://t.co/wxp41xrlac,bakar dumai cepat padam netizen sadar riuh rendah dunia maya penuh gosip kabar lapang tim tanggap darurat dumai hasil atas bakar salah unit operasional
Setelah Menkeu Purbaya Keceplosan Kilang Minyak Dibakar Kilang Minyak di Dumai Meledak Kebetulan? https://t.co/3UlGOIizED.,setelah menkeu purbaya keceplosan kilang minyak dibakar kilang minyak di dumai meledak kebetulan? https://t.co/3ulgoiized.,menkeu purbaya ceplos bakar dumai ledak
@AraituLaki Komisaris nya arogankoar koar bawa2 'negara api' kesombongan dibayar kontan tuh kilang terbakar jilat terus biar sekalian otakmu meledak ..,@araitulaki komisaris nya arogankoar koar bawa2 'negara api' kesombongan dibayar kontan tuh kilang terbakar jilat terus biar sekalian otakmu meledak ..,komisaris nya arogankoar koar bawa negara api sombong bayar kontan tuh bakar jilat biar otak ledak
@kadrunibli17616 Kilang punya Shell Hanya bertanya loh om Bahlil.,@kadrunibli17616 kilang punya shell hanya bertanya loh om bahlil.,shell loh om bahlil
@Secretnesia24 Pertamina bukan males klo bikin kilang jelas bisa aja bahkan bikin tiap pulau sentral itu bsa knp gk dilakuin? Krna ya jelas klo misal bangun kilang sendiri gk bsa korupsi ambil dri mark up an harga impor Sesimple itu korupsi di indonesia ini udh hal lumrah rakyat pun tau smua,@secretnesia24 pertamina bukan males klo bikin kilang jelas bisa aja bahkan bikin tiap pulau sentral itu bsa knp gk dilakuin? krna ya jelas klo misal bangun kilang sendiri gk bsa korupsi ambil dri mark up an harga impor sesimple itu korupsi di indonesia ini udh hal lumrah rakyat pun tau smua,males bikin aja bikin pulau sentral bsa knp dilakuin krna bangun bsa korupsi ambil dri mark up an harga impor sesimple korupsi indonesia lumrah rakyat tau smua
@f22pinkfalcon @tempodotco Gamau ribet emang ngurus kilang mending impor aja tinggal beli,@f22pinkfalcon @tempodotco gamau ribet emang ngurus kilang mending impor aja tinggal beli,gamau ribet emang ngurus mending impor aja tinggal beli
Bukan pemalas TAPI KLO BIKIN KILANG SENDIRI GA BISA KORUPSI GEDE DONG.....,bukan pemalas tapi klo bikin kilang sendiri ga bisa korupsi gede dong.....,malas bikin korupsi gede
TEGAS Purbaya sebut Pertamina nya aja yang malas-malasan bangun Kilang Minyak... https://t.co/Z3EPTr8ycN,tegas purbaya sebut pertamina nya aja yang malas-malasan bangun kilang minyak... https://t.co/z3eptr8ycn,purbaya nya aja malas malas bangun
Kilang Pertamina RU II Dumai Riau terbakar pada Rabu malam (1/10/2025). Juru Bicara Pertamina Kilang Dumai Agustiawan membenarkan terjadinya kebakaran di lokasi tersebut. Ia menyatakan proses penyebab insiden masih dalam penyelidikan. Belum ada informasi korban jiwa. Kami https://t.co/nJd3ACXzw7,kilang pertamina ru ii dumai riau terbakar pada rabu malam (1/10/2025). juru bicara pertamina kilang dumai agustiawan membenarkan terjadinya kebakaran di lokasi tersebut. ia menyatakan proses penyebab insiden masih dalam penyelidikan. belum ada informasi korban jiwa. kami https://t.co/njd3acxzw7,refinery unit ii dumai riau bakar rabu malam juru bicara dumai agustiawan benar bakar lokasi proses sebab insiden lidi informasi korban jiwa
insiden terjadi di Kilang Minyak Dumai Riau yang dikelola PT Kilang Pertamina Internasional (KPI) pada Rabu (1/10/2025) malam. Peristiwa kebakaran dilaporkan terjadi sekitar pukul 21.00 WIB dan berhasil dipadamkan pada pukul 23.20 WIB. https://t.co/gforX9Xm7N,insiden terjadi di kilang minyak dumai riau yang dikelola pt kilang pertamina internasional (kpi) pada rabu (1/10/2025) malam. peristiwa kebakaran dilaporkan terjadi sekitar pukul 21.00 wib dan berhasil dipadamkan pada pukul 23.20 wib. https://t.co/gforx9xm7n,insiden dumai riau kelola pt internasional kpi rabu malam peristiwa bakar lapor wib hasil padam wib
@SantorinisSun Wah taktik hebat para pemain bisnis perminyakan BUMN di Indonesia ini cara jitu naikkan kuota impor BBM dari Singapura tak perlu repot urus kilang tinggal terima bersih fee,@santorinissun wah taktik hebat para pemain bisnis perminyakan bumn di indonesia ini cara jitu naikkan kuota impor bbm dari singapura tak perlu repot urus kilang tinggal terima bersih fee,taktik hebat main bisnis minyak badan usaha milik negara indonesia jitu naik kuota impor singapura repot urus tinggal terima bersih fee
PERTAMINA BALAS Usai Dikritik Menkeu Purbaya Soal Kilang Minyak : Progres Sudah 96 5 Persen https://t.co/oQrmW4KdE7,pertamina balas usai dikritik menkeu purbaya soal kilang minyak : progres sudah 96 5 persen https://t.co/oqrmw4kde7,balas kritik menkeu purbaya progres persen
Salah satu unit kilang minyak Dumai milik PT Pertamina terbakar Rabu malam (01/10/25) saat ini telah berhasil dipadamkan. Penyebabnya masih diselidiki. Petugas penanganan diturunkan untuk dapat segera melakukan pemadaman ke lokasi kejadian untuk mengisolasi api agar tidak https://t.co/w4FHvPjzpX,salah satu unit kilang minyak dumai milik pt pertamina terbakar rabu malam (01/10/25) saat ini telah berhasil dipadamkan. penyebabnya masih diselidiki. petugas penanganan diturunkan untuk dapat segera melakukan pemadaman ke lokasi kejadian untuk mengisolasi api agar tidak https://t.co/w4fhvpjzpx,salah unit dumai milik pt bakar rabu malam hasil padam sebab selidik tugas tangan turun madam lokasi jadi isolasi api
Kilang minyak bisa terbakar tuh SOPnya gmn? Serius tanya ini,kilang minyak bisa terbakar tuh sopnya gmn? serius tanya ini,bakar tuh sop serius
Rakhine Terrorist Group AA kilang in the Arakan https://t.co/DXZ7i3Q4go,rakhine terrorist group aa kilang in the arakan https://t.co/dxz7i3q4go,rakhine terrorist group aa in the ara
Kebakaran Kilang Dumai Cepat Padam Pertamina Sebut Tak Ada Korban Jiwa https://t.co/AUHz0iwogR https://t.co/l3roHi3gG5,kebakaran kilang dumai cepat padam pertamina sebut tak ada korban jiwa https://t.co/auhz0iwogr https://t.co/l3rohi3gg5,bakar dumai cepat padam korban jiwa
@taufik_q Kondisi Terkini Kebakaran Hebat Kilang Pertamina Dumai https://t.co/9mN7guRXHv,@taufik_q kondisi terkini kebakaran hebat kilang pertamina dumai https://t.co/9mn7gurxhv,kondisi kini bakar hebat dumai
baru aja ngomong bakar kilang eh kejadian wkwkwk,baru aja ngomong bakar kilang eh kejadian wkwkwk,aja ngomong bakar eh jadi
Ledakan disertai kebakaran terjadi di Kilang Pertamina RU II di Jalan Raya Kilang Putri Tujuh Tanjung Palas Kecamatan Dumai Timur Dumai Rabu Source: dhea taurus #KTV #SmartTV #Kebakaran #Riau . For Endorsement and Information you can call or chat ⬇️ +6282131749705 https://t.co/51dZ98qO7s,ledakan disertai kebakaran terjadi di kilang pertamina ru ii di jalan raya kilang putri tujuh tanjung palas kecamatan dumai timur dumai rabu source: dhea taurus #ktv #smarttv #kebakaran #riau . for endorsement and information you can call or chat ⬇️ +6282131749705 https://t.co/51dz98qo7s,ledak serta bakar refinery unit ii jalan raya putri tujuh tanjung palas camat dumai timur dumai rabu source dhea taurus ktv smarttv bakar riau for endorsement and information you can call or chat down arrow
@WagimanDeep212_ Ada Sumberdaya Migas di Papua yang sudah di Drilling (oleh Nation Petroleum) namun belum dimanfaatkan dengan Pembangunan Kilang.,@wagimandeep212_ ada sumberdaya migas di papua yang sudah di drilling (oleh nation petroleum) namun belum dimanfaatkan dengan pembangunan kilang.,sumberdaya migas papua drilling nation petroleum manfaat bangun
@vatahzz_ @ohmy_beautybank Aku pke facetology jadi kilang minyak sih kak mana kusam banget lagi Okedeh klo gtu aku mau nyoba labore atau lrp dulu Makasi banyak yaa kakkkkk ,@vatahzz_ @ohmy_beautybank aku pke facetology jadi kilang minyak sih kak mana kusam banget lagi okedeh klo gtu aku mau nyoba labore atau lrp dulu makasi banyak yaa kakkkkk ,pke facetology sih kak kusam banget okedeh gtu nyoba labore lrp makas yaa kak
@taufik_q Ini pertamina hoby banget bakar kilang mintak sendiri wkwk,@taufik_q ini pertamina hoby banget bakar kilang mintak sendiri wkwk,hoby banget bakar mintak
@islah_bahrawi Purbaya ribut bikin kilang baru Prabowo malah mau bangun kilang di mamarika sebagai bagian kesepakatan masalah tarif Pertamina bakar bakar biar tambah anget.. Aku jadi bingung Sing gendeng iku Prabowo Purbaya atau Pertamina..,@islah_bahrawi purbaya ribut bikin kilang baru prabowo malah mau bangun kilang di mamarika sebagai bagian kesepakatan masalah tarif pertamina bakar bakar biar tambah anget.. aku jadi bingung sing gendeng iku prabowo purbaya atau pertamina..,purbaya ribut bikin prabowo bangun mamarika sepakat tarif bakar bakar biar anget bingung sing gendeng iku prabowo purbaya
Dalam rapat bersama Komisi XI DPR RI pada hari Selasa kemarin Menkeu Purbaya mengaku kesal karena Indonesia tidak memiliki kilang baru dan hanya mengimpor minyak dari Singapura. Purbaya mengatakan Indonesia banyak mengimpor jenis solar dari Malaysia dan Singapura. https://t.co/MLwVHpGn1X,dalam rapat bersama komisi xi dpr ri pada hari selasa kemarin menkeu purbaya mengaku kesal karena indonesia tidak memiliki kilang baru dan hanya mengimpor minyak dari singapura. purbaya mengatakan indonesia banyak mengimpor jenis solar dari malaysia dan singapura. https://t.co/mlwvhpgn1x,rapat komisi xi dewan wakil rakyat ri selasa kemarin menkeu purbaya aku kesal indonesia milik impor singapura purbaya indonesia impor jenis solar malaysia singapura
@msaid_didu memang malas bikin kilang... cuan gak mengalir deras tanpa terdeteksi... masa pertalite 10 ribu. pertamax di malaysia saja gak nyampai 8 ribu.. cuan bohongi rakyat,@msaid_didu memang malas bikin kilang... cuan gak mengalir deras tanpa terdeteksi... masa pertalite 10 ribu. pertamax di malaysia saja gak nyampai 8 ribu.. cuan bohongi rakyat,malas bikin cuan alir deras deteksi pertalite ribu pertamax malaysia nyampai ribu cuan bohong rakyat
Kilang Pertamina Disorot Menkeu Purbaya Sebelum Kebakaran di Dumai https://t.co/guEKvTYNYU #Bisnis,kilang pertamina disorot menkeu purbaya sebelum kebakaran di dumai https://t.co/guekvtynyu #bisnis,sorot menkeu purbaya bakar dumai bisnis
@dhaintly Dan kemarin kilang Dumai dibakar,@dhaintly dan kemarin kilang dumai dibakar,kemarin dumai bakar
Kilang dah dikit ehh kebakar lagi.. Kilang minyak Pertamina di Dunia kebakaran https://t.co/oMQ6sf6PfS,kilang dah dikit ehh kebakar lagi.. kilang minyak pertamina di dunia kebakaran https://t.co/omq6sf6pfs,dikit ehh bakar dunia bakar
Ikn kebakaran. Kilang di dumai kebakaran. Ini yang penting itu apa sampe apa apa kebakaran.,ikn kebakaran. kilang di dumai kebakaran. ini yang penting itu apa sampe apa apa kebakaran.,ikn bakar dumai bakar sampe bakar
